model_id,delta,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_1,0.005,10,500,229,180554.47598253275,5.681222707423581,92.51965065502183,0.16524574545244128,0.14841669896430548,0.37059070765798363,0.3306217873592183,0.6325181083722055,0.820378217196224,0.07680042382111923,0.11413107599537244,2.767150684931506,4.5335616438356166,9.140104174388261,-6.726536383913302,-13.941920122556695,-5.3939536848972836,4.331877729257642,83.97379912663756,1.3493449781659388,3.7723114992721984
model_2,0.005,10,1000,229,180554.47598253275,5.681222707423581,65.55458515283843,0.1984553251944501,0.17205949058099257,0.41977069590728683,0.3598665512738954,0.5423918494525996,0.8054543353156248,0.08725235166775827,0.13878408961487687,3.521506849315069,5.260661187214612,6.215431518404186,-5.117544102603157,-10.379856920412811,-4.914335291951604,4.1965065502183405,59.73362445414847,1.48471615720524,3.4616593886462885
model_3,0.005,10,2000,229,180554.47598253275,5.681222707423581,44.09170305676856,0.2226628424151014,0.16780243419696744,0.4304379669775257,0.3150524356508754,0.3405602168188862,0.7150122172116778,0.08487647011051326,0.16110785843624115,4.74486511627907,6.521565581395348,3.9741597089668637,-4.322345495332049,-7.942486471347611,-5.3070348326517784,3.589519650655022,40.353711790393014,2.091703056768559,2.4781659388646293
model_4,0.005,10,3000,229,180554.47598253275,5.681222707423581,33.851528384279476,0.2103248100789275,0.15258975026894492,0.36576149791358364,0.25829609824399946,0.27360667310256315,0.5459728048444976,0.09104322219075317,0.1635699933980213,4.895326923076924,6.364932692307696,2.956211058255784,-4.618228060435208,-7.429141096023649,-6.623251891985966,2.7598253275109172,31.09170305676856,2.921397379912664,1.8655778748180494
model_5,0.005,10,4000,229,180554.47598253275,5.681222707423581,27.68122270742358,0.19185343294186807,0.13881660129756848,0.306265745469204,0.21602275465252463,0.22143597868296044,0.42985739465318196,0.08664576329356295,0.15746781299831014,4.856938144329897,6.114612371134021,2.3883171634458638,-4.856748147638287,-7.166259675173532,-7.536053519241844,2.1877729257641922,25.49344978165939,3.493449781659389,1.4679941775836982
model_6,0.005,10,5000,229,180554.47598253275,5.681222707423581,23.532751091703055,0.17540536007154625,0.12259441802217076,0.2658135896903463,0.18302950934820553,0.18067786096940988,0.352926112118894,0.07980884298549017,0.15075287081487745,5.134976744186044,6.260576744186046,2.0088874633800176,-5.045002616016444,-7.018276765080096,-8.198103532750993,1.8296943231441047,21.70305676855895,3.851528384279476,1.1960320232896655
model_7,0.005,25,500,229,180554.47598253275,5.681222707423581,118.25764192139738,0.14911506878453198,0.14077846503817773,0.35858849412579674,0.33788103604503583,0.7485542852130316,0.8822793433697621,0.07021529307694782,0.09645995659714458,2.0955315315315275,3.813793693693688,11.587302936827367,-7.944539277802515,-17.27163768822354,-5.132518456871478,4.816593886462882,107.39301310043668,0.8646288209606987,4.464614264919942
model_8,0.005,25,1000,229,180554.47598253275,5.681222707423581,80.1353711790393,0.18729845058100061,0.16970959197324317,0.4181599876074764,0.37659680647785604,0.6209883033027138,0.8632737717087832,0.0820250977796879,0.1242719859780886,3.1280542986425264,4.888046153846147,7.475291108939636,-5.541782107455447,-12.052867931071107,-4.303706444555914,4.676855895196507,73.1528384279476,1.0043668122270741,4.101088791848618
model_9,0.005,25,2000,229,180554.47598253275,5.681222707423581,51.74235807860262,0.22129645439836207,0.17199871191568122,0.4474878233579164,0.3395987477454269,0.4029653014593934,0.7818332743262104,0.08727316878823578,0.1527317967714775,4.480054298642528,6.471276923076918,4.586557060546639,-4.346615262523871,-8.653826325860289,-4.655891826925531,4.008733624454148,47.48908296943232,1.6724890829694323,2.931030567685589
model_10,0.005,25,3000,229,180554.47598253275,5.681222707423581,38.62882096069869,0.2062780743093865,0.14436778081089424,0.37646624017281655,0.2565473488069095,0.27101068259878947,0.5964668298279909,0.07519450313816545,0.1519239214409338,5.1830566037735775,6.799459433962258,3.3310213459582036,-4.619619286118168,-7.85850598774481,-6.135547114344148,3.021834061135371,35.60698689956332,2.6593886462882095,1.9881601164483262
model_11,0.005,25,4000,229,180554.47598253275,5.681222707423581,31.192139737991265,0.18874216517805925,0.13262495005096142,0.31482847722593216,0.21686844467368385,0.20861030184816465,0.44932243741645234,0.07454920625233977,0.14841553922284653,5.224041450777204,6.4150518134715036,2.6535399790254615,-5.119201150595096,-7.767836952085004,-7.5678090140422825,2.314410480349345,28.87772925764192,3.3668122270742358,1.5194759825327517
model_12,0.005,25,5000,229,180554.47598253275,5.681222707423581,26.117903930131003,0.16326657699715078,0.11000586682113532,0.2523930596834943,0.1673947458540025,0.16931499017294033,0.3448341555553217,0.07261764488898827,0.1383408145289545,5.349260115606936,6.304815028901735,2.2164096524742805,-5.278981505840967,-7.50299779242344,-8.293610917134885,1.8427947598253276,24.275109170305676,3.8384279475982535,1.1893071324599709
model_13,0.005,50,500,229,180554.47598253275,5.681222707423581,148.20960698689956,0.1309377011296216,0.1262231070951653,0.34051550515304857,0.3289395408005533,0.8593606767123336,0.9301832568208114,0.05923612215151246,0.078560398677831,1.7929035087719256,3.1792605263157854,14.244176944167203,-9.853114305046166,-21.77351094640762,-5.3994662027060505,5.135371179039302,135.17903930131004,0.5458515283842795,4.897877729257641
model_14,0.005,50,1000,229,180554.47598253275,5.681222707423581,95.93449781659389,0.17497383242674266,0.16180493309934693,0.4151418776664858,0.3836926325771816,0.7091370355819366,0.9163076937190731,0.07243240816348141,0.10886651714581774,2.9004210526315752,4.471075438596487,8.727380011165108,-6.2933744616417515,-14.21979484814673,-4.011386975812844,5.013100436681222,87.97379912663756,0.6681222707423581,4.5591673944687034
model_15,0.005,50,2000,229,180554.47598253275,5.681222707423581,59.1528384279476,0.21889369561681446,0.17053181930515351,0.4594853367892439,0.3491568073846379,0.430995945216983,0.8304873751701392,0.07565642087053602,0.1448734637616279,4.598651982378848,6.484981497797351,5.104568392232414,-4.4896824329965055,-9.487086399333382,-4.156919314456889,4.3056768558951966,54.55458515283843,1.3755458515283843,3.1517234352256187
model_16,0.005,50,3000,229,180554.47598253275,5.681222707423581,43.30567685589519,0.20558542869421148,0.14597305465329222,0.38700119359475854,0.26397233329808456,0.28480482292773585,0.6265467247454147,0.07094838789737985,0.14538290518921265,5.153879629629626,6.7899490740740704,3.658360036618339,-4.603922703304735,-8.282296892392667,-5.681766176446359,3.2620087336244543,40.043668122270745,2.4192139737991267,2.238430858806404
model_17,0.005,50,4000,229,180554.47598253275,5.681222707423581,34.34061135371179,0.19334994485341797,0.1380427661671904,0.3305140739371723,0.22769105064040773,0.22643897936410134,0.4917274544104752,0.074240342223262,0.14573620346206917,5.250747572815533,6.466854368932037,2.856697003036057,-4.905327672209079,-7.837845389025871,-6.954352656595445,2.541484716157205,31.799126637554586,3.1397379912663754,1.6993420669577868
model_18,0.005,50,5000,229,180554.47598253275,5.681222707423581,28.45414847161572,0.1782440801178791,0.12138053778558597,0.27948793643466013,0.18504182017462617,0.18429967441012907,0.39033594056712473,0.0658490785977311,0.14254215591403535,5.40052127659574,6.571720212765954,2.3519012222275952,-5.16956861549426,-7.604457545849942,-7.904089215818601,2.034934497816594,26.419213973799128,3.646288209606987,1.329152838427947
model_19,0.005,75,500,229,180554.47598253275,5.681222707423581,167.83842794759826,0.1244875147626178,0.12244488677601818,0.33611411662554747,0.33083947196461355,0.904777896490586,0.9584737678624141,0.057312867159059804,0.07301087884914743,1.6253421052631527,2.8379859649122765,15.480719876582782,-11.116923116788362,-24.81714151241971,-5.511355403688847,5.3755458515283845,153.19213973799125,0.3056768558951965,5.2412692867540045
model_20,0.005,75,1000,229,180554.47598253275,5.681222707423581,105.85589519650655,0.17355404977995,0.16397451638631244,0.42195747145176776,0.3994131220037001,0.7757718599293221,0.9529441810009496,0.07451075713588214,0.10611028563615542,2.602482456140348,4.116664035087717,9.27491644380667,-6.747717971029863,-15.602577777988257,-3.7744365391663877,5.314410480349345,97.11353711790393,0.36681222707423583,4.940905385735081
model_21,0.005,75,2000,229,180554.47598253275,5.681222707423581,63.532751091703055,0.22140983107354031,0.17023047818702894,0.47432828186755294,0.35532381559479037,0.4335381453606473,0.8672219534183315,0.07513142036059547,0.1434377735215599,4.706447368421046,6.711173684210524,5.319917718400931,-4.4465214218443325,-9.857885538842503,-3.631669057668392,4.593886462882096,58.60698689956332,1.0873362445414847,3.3481717612809323
model_22,0.005,75,3000,229,180554.47598253275,5.681222707423581,46.1703056768559,0.20696743131363987,0.14836907733791418,0.3996359879553016,0.27905933926198784,0.32719442415049915,0.6574656566854101,0.07126508165479874,0.14328383659897684,5.0862805429864215,6.754295022624429,3.8030169730568484,-4.648050532646859,-8.608854640203367,-5.449307867514893,3.432314410480349,42.737991266375545,2.2489082969432315,2.357915574963611
model_23,0.005,75,4000,229,180554.47598253275,5.681222707423581,36.29257641921397,0.1882024371923231,0.1293844108273611,0.32726649856394197,0.2203068223093215,0.2234738079941008,0.48940383224675543,0.06840432587297661,0.1389247370680568,5.484579710144924,6.805289855072461,2.96618143260444,-4.921431900769957,-8.039365228461921,-6.759845149587732,2.6550218340611353,33.63755458515284,3.0262008733624453,1.7315574963609919
model_24,0.005,75,5000,229,180554.47598253275,5.681222707423581,29.87772925764192,0.18969755087255316,0.1337203276035806,0.30301696661578115,0.20760359464868877,0.1889517580629833,0.4236764819220509,0.06442539813320598,0.1485018905296474,5.156474747474744,6.315867676767677,2.395629674499487,-5.070704986955622,-7.641052419159417,-7.62395921845198,2.1703056768558953,27.707423580786028,3.510917030567686,1.4614235807860267
model_25,0.005,100,500,229,180554.47598253275,5.681222707423581,180.1353711790393,0.11761834807238045,0.11624864916966149,0.32503084578452546,0.3213116702603678,0.9126901928308299,0.9616521275909922,0.05413813339341404,0.06824024399092136,1.5293537117903897,2.6984113537117853,16.295638792270996,-12.284174782213906,-27.143583261617714,-6.138313337271827,5.388646288209607,164.82532751091702,0.2925764192139738,5.290637554585153
model_26,0.005,100,1000,229,180554.47598253275,5.681222707423581,111.90393013100437,0.1651014772234605,0.15859737916897254,0.40968326450807696,0.3938332432458377,0.792087857984981,0.9518165362051825,0.07131805586352633,0.09998133743808722,2.5235196506550177,3.9836305676855863,9.677626676744765,-7.270345185276956,-16.719096894986574,-3.9957509898107957,5.310043668122271,102.91266375545851,0.37117903930131,5.017671033478893
model_27,0.005,100,2000,229,180554.47598253275,5.681222707423581,66.36244541484716,0.21613173066872635,0.16490390550789316,0.47085788431211134,0.3517165566030567,0.40553014072150984,0.8789355209821432,0.06785090942639861,0.13893301471516784,4.798026200873361,6.675686462882093,5.474971745349245,-4.6387982837417585,-10.33406083300841,-3.642695393387909,4.633187772925764,61.36244541484716,1.0480349344978166,3.3509694323144106
model_28,0.005,100,3000,229,180554.47598253275,5.681222707423581,47.633187772925766,0.2084248508121517,0.14544926650628026,0.4049883295318833,0.27621140232772,0.31281144362957874,0.6630932286596298,0.06524913613071645,0.14338150290219662,5.085388127853884,6.815796347031971,3.86921063081585,-4.725621864412002,-8.834354162789392,-5.404880169371777,3.493449781659389,44.13973799126637,2.1877729257641922,2.391082969432314
model_29,0.005,100,4000,229,180554.47598253275,5.681222707423581,37.29694323144105,0.1861062554213592,0.13052579575014134,0.3262551131242719,0.22406832868135532,0.22317889035073726,0.48436942584772025,0.06648779821603354,0.1366145258998132,5.338189054726372,6.682086567164179,3.0235261749503985,-5.07986294940885,-8.307794663775232,-6.911311939387231,2.606986899563319,34.68995633187773,3.074235807860262,1.757522561863173
model_30,0.005,100,5000,229,180554.47598253275,5.681222707423581,30.69868995633188,0.18410644700324075,0.13166204499656345,0.2980911239218289,0.20838053021677835,0.19237761197047093,0.41110879516350873,0.06925234622631728,0.14338721705070898,5.272113989637297,6.461019689119165,2.449729911654239,-5.223618079156155,-7.881869417557152,-7.763488043143427,2.1528384279475983,28.54585152838428,3.5283842794759823,1.4305094614264922
model_31,0.005,150,500,229,180554.47598253275,5.681222707423581,194.0349344978166,0.11847641401654554,0.11712858741851644,0.32851986102338004,0.3251140723513779,0.9445565251884286,0.975344003400772,0.05443551983224366,0.06858280221935285,1.532890829694323,2.5819938864628837,16.61755853809807,-13.511539844213729,-29.82910491587282,-6.514329360785932,5.489082969432315,178.2008733624454,0.19213973799126638,5.404497816593886
model_32,0.005,150,1000,229,180554.47598253275,5.681222707423581,119.29257641921397,0.16757504263180473,0.16042547821349135,0.41526668435396863,0.3978518299990307,0.7765107217040174,0.9653039342995674,0.0722200625508323,0.1014535617308863,2.5501310043668135,3.9656113537117923,9.787410703751373,-7.900967938269628,-18.12157246619781,-4.161844713606847,5.423580786026201,110.0,0.2576419213973799,5.12680349344978
model_33,0.005,150,2000,229,180554.47598253275,5.681222707423581,69.79475982532752,0.2165379548164908,0.16479136421688212,0.4727485020850346,0.3519523137173388,0.4361566402601594,0.88411122156948,0.06898056604515981,0.1386717927839326,4.756649122807016,6.7354938596491225,5.571243654753592,-5.019185575170504,-11.086132082705078,-3.8154066445473225,4.685589519650655,64.79475982532752,0.9956331877729258,3.389377001455603
model_34,0.005,150,3000,229,180554.47598253275,5.681222707423581,50.082969432314414,0.21402482333650807,0.15192455864338567,0.42085026892318517,0.29477117895376387,0.32706617418600464,0.6916021024099627,0.06899728946122213,0.14607903438986966,5.140090090090089,6.854911711711711,3.9340423604176746,-4.801331554158575,-9.161779289256085,-5.232461398400214,3.62882096069869,46.45414847161572,2.052401746724891,2.437828238719068
model_35,0.005,150,4000,229,180554.47598253275,5.681222707423581,38.995633187772924,0.18788631932889452,0.13103624236888894,0.32796394503447956,0.22436166733170237,0.22996285545091094,0.489194747941216,0.06866951761308801,0.1375899870640252,5.302833333333332,6.641453921568627,3.0724393312763594,-5.249556951871729,-8.65905792236286,-6.968387252652363,2.62882096069869,36.366812227074234,3.052401746724891,1.739289665211062
model_36,0.005,150,5000,229,180554.47598253275,5.681222707423581,31.912663755458514,0.1895174871210773,0.13233751274312364,0.3081947735721486,0.2102496655683944,0.20191905520058614,0.42981161316635247,0.07030925072962725,0.14742169026629,5.308753768844219,6.539262311557787,2.4746295425144793,-5.16453593627433,-7.944796129289601,-7.538597979504686,2.2401746724890828,29.67248908296943,3.441048034934498,1.488934497816593
model_37,0.005,200,500,229,180554.47598253275,5.681222707423581,208.7947598253275,0.11837424671927194,0.11642209571844492,0.3276126124629639,0.3226269396177559,0.9434179054812243,0.9814890228645686,0.05375547342149417,0.06864680169751841,1.4589956331877696,2.679863755458512,17.018909943013373,-14.96682314693924,-32.83488737999575,-7.141961336087838,5.528384279475983,192.47161572052403,0.15283842794759825,5.431068413391559
model_38,0.005,200,1000,229,180554.47598253275,5.681222707423581,126.75109170305677,0.16740287936074444,0.15981897127040628,0.416232198547273,0.3971906377407251,0.7952928065598243,0.974498633341428,0.07161659910717433,0.10120374564224019,2.588724890829692,4.0740777292576364,10.001251868867667,-8.578434012780663,-19.601702667561916,-4.363742916831084,5.4847161572052405,117.36244541484716,0.1965065502183406,5.192908296943232
model_39,0.005,200,2000,229,180554.47598253275,5.681222707423581,73.11353711790393,0.219299472946423,0.1684549144266775,0.47734058536590523,0.35812981145017925,0.4113681788001079,0.893454169414226,0.06712011951410264,0.14062237897705582,4.793070175438596,6.8083578947368375,5.617331174660231,-5.204220740215614,-11.614520849142442,-3.750162388808968,4.807860262008734,67.91266375545851,0.8733624454148472,3.521391557496362
model_40,0.005,200,3000,229,180554.47598253275,5.681222707423581,51.90829694323144,0.21005862663634892,0.148114224491396,0.40911124589568537,0.2800212371908941,0.29631718817757857,0.6736336283375841,0.06480315358681978,0.14433420523756,5.3750825688073425,7.172226605504589,3.968842901347836,-5.136231121527669,-9.70463645316727,-5.515783914223153,3.576419213973799,48.33187772925764,2.1048034934497815,2.366576419213973
model_41,0.005,200,4000,229,180554.47598253275,5.681222707423581,40.40174672489083,0.19246052442513714,0.1333850242855834,0.33755120370746455,0.22899503022556472,0.23126352199046776,0.49284045114060526,0.06867962862401882,0.14068526457787162,5.389564356435637,6.733760396039599,3.0908955871482595,-5.322075100473716,-8.880483609703623,-6.905316260705925,2.703056768558952,37.698689956331876,2.978165938864629,1.7697729257641925
model_42,0.005,200,5000,229,180554.47598253275,5.681222707423581,32.842794759825324,0.18542096021878224,0.1285726751508732,0.2992933072367685,0.20228859235328434,0.1776970396672426,0.4100500510563444,0.06466808360037998,0.14520203851024496,5.446352331606216,6.747926424870465,2.4855018509115117,-5.281273191128011,-8.162886966539062,-7.600291630933402,2.2401746724890828,30.602620087336245,3.441048034934498,1.472154294032024
model_43,0.005,250,500,229,180554.47598253275,5.681222707423581,212.53711790393012,0.11866409197694938,0.11625451708792822,0.3282794444524754,0.3215705327777522,0.9230556197805106,0.979931204167012,0.052681444667063634,0.06872743204413986,1.5915283842794694,2.7685868995633167,16.934638523526875,-15.428509272116289,-33.755891902446905,-7.365254638173687,5.524017467248909,196.32751091703057,0.1572052401746725,5.4197205240174675
model_44,0.005,250,1000,229,180554.47598253275,5.681222707423581,128.67248908296943,0.16802851660930804,0.16107389761897892,0.41443626233667163,0.39666482127847735,0.7811217701726307,0.9675930692306238,0.07155384337272953,0.10205621109139643,2.6370829694323112,4.076620960698685,9.961029552362941,-8.788506112842674,-20.019211348199082,-4.465729914378444,5.458515283842795,119.20524017467248,0.22270742358078602,5.182852983988355
model_45,0.005,250,2000,229,180554.47598253275,5.681222707423581,73.96943231441048,0.21785345389337293,0.1611836588797662,0.4760299025636576,0.34536545553762854,0.4031630066853545,0.8950438200951943,0.06351446278263304,0.13954034330357984,4.9354847161572,6.9216,5.631711200946805,-5.357903763273785,-11.87674839233744,-3.83210590289043,4.781659388646288,68.81659388646288,0.8995633187772926,3.363921397379913
model_46,0.005,250,3000,229,180554.47598253275,5.681222707423581,52.427947598253276,0.21310847518431852,0.14665965838007652,0.4110727802845382,0.2736555276381258,0.2705916019363232,0.6747898329230206,0.06058716063364791,0.14688419208910924,5.368540540540535,7.110593693693688,3.9473092323148324,-5.127232993895067,-9.75041208887124,-5.4269971581973735,3.606986899563319,48.82096069868996,2.074235807860262,2.373959243085881
model_47,0.005,250,4000,229,180554.47598253275,5.681222707423581,40.62882096069869,0.1899634425664341,0.13368245476275992,0.3324752359179796,0.22725891219810831,0.24433928623820736,0.5016553319244046,0.07057362671317596,0.1390503407815587,5.403048543689316,6.738968932038834,3.081098644677425,-5.3569857343480205,-8.947095332919,-6.941843598817988,2.6550218340611353,37.97379912663755,3.0262008733624453,1.756963609898109
model_48,0.005,250,5000,229,180554.47598253275,5.681222707423581,33.06113537117904,0.18692671688818568,0.12780011175868375,0.3061084642485158,0.20311426455985468,0.1771107324761319,0.4297112365472242,0.062368082319353715,0.1449449016544301,5.377678391959802,6.602097487437192,2.4840230345195153,-5.39736904200731,-8.309725123737062,-7.740317638697019,2.1877729257641922,30.87336244541485,3.493449781659389,1.41050655021834
model_49,0.005,300,500,229,180554.47598253275,5.681222707423581,214.96943231441048,0.11918075939058384,0.11668328191954926,0.32884857390246636,0.3224809361110194,0.9338670790635856,0.9828509190954605,0.05251468662559741,0.06913853272212038,1.5640524017467237,2.705108296943229,17.119121985022883,-15.616062705315333,-34.16921628273821,-7.418088536691226,5.550218340611353,198.5764192139738,0.13100436681222707,5.444148471615722
