model_id,drift_confidence,warning_confidence,two_side_option,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_35,0.0001,0.001,True,50,5000,34,127232.0,2.8529411764705883,26.0,0.08890301698554617,0.05831431558586287,0.2340279589388747,0.15511630791851597,0.17598039215686276,0.5026143790849673,0.018099547511312195,0.052036199095022585,5.203857142857148,6.051957142857148,2.9057617765416026,-2.952529779899397,-5.230175260887425,-3.372530568817148,1.3529411764705883,24.647058823529413,1.5,0.8569215686274505
model_36,0.0001,0.001,True,100,500,34,127232.0,2.8529411764705883,241.5,0.024879097583176857,0.024879097583176857,0.1064793445697314,0.1064793445697314,1.0,1.0,0.012032419886345685,0.012727519117085457,1.0933529411764733,1.4402470588235354,26.984055065688246,-18.711510957492116,-39.76597193682306,-8.390162820767827,2.8529411764705883,228.88235294117646,0.0,2.8529411764705883
model_37,0.0001,0.001,True,100,1000,34,127232.0,2.8529411764705883,124.26470588235294,0.04589729450031547,0.04467582300258783,0.1779604275479895,0.1735645909455909,0.9575163398692811,0.9967320261437908,0.021047506227631192,0.023920423162687356,1.9092941176470621,2.709247058823532,13.866517117410343,-8.599106040989986,-19.461822301243743,-3.373630263804283,2.823529411764706,117.61764705882354,0.029411764705882353,2.7419607843137253
model_38,0.0001,0.001,True,100,2000,34,127232.0,2.8529411764705883,63.3235294117647,0.08230168173946202,0.0667176210134914,0.2786809389440797,0.22433456444617433,0.4973039215686274,0.9901960784313725,0.021847515888075635,0.0442704398655284,4.335823529411765,5.656123529411765,7.077159649070896,-3.623815959657623,-9.141293485517409,-1.129783079080671,2.764705882352941,60.029411764705884,0.08823529411764706,2.2136470588235286
model_39,0.0001,0.001,True,100,3000,34,127232.0,2.8529411764705883,42.794117647058826,0.09324717282755403,0.06952490931587543,0.28600128527556795,0.2156185074990999,0.3875,0.8075980392156863,0.023402384209497723,0.05162530128330397,4.468937500000003,5.588443750000007,4.785144691679489,-2.8087676596871627,-6.51296433069754,-1.6919634418290328,2.2058823529411766,40.588235294117645,0.6470588235294118,1.6026862745098036
model_40,0.0001,0.001,True,100,5000,34,127232.0,2.8529411764705883,26.0,0.09253065399860566,0.05953095986227572,0.24117166149031785,0.15578973970501853,0.17965686274509804,0.512173202614379,0.019230769230769208,0.05429864253393662,5.386444444444446,6.408392592592593,2.8988267842348208,-2.8621173902085637,-5.133292546685053,-3.2265298119703187,1.411764705882353,24.58823529411765,1.4411764705882353,0.8761176470588239
model_41,0.0001,0.005,False,1,500,34,127232.0,2.8529411764705883,235.8235294117647,0.02531389900506334,0.02481785957021881,0.10821184318174829,0.10598228340923373,0.9514705882352942,1.0,0.011628925898913772,0.012952339866033197,1.430823529411768,2.1942470588235286,26.40498320807196,-18.24322453299128,-38.84275353730131,-8.090518854365678,2.8529411764705883,223.97058823529412,0.0,2.7982549019607843
model_42,0.0001,0.005,False,1,1000,34,127232.0,2.8529411764705883,122.97058823529412,0.04651505007681702,0.04496978443428824,0.18002728660956696,0.17415048334673638,0.9247549019607844,1.0,0.020538965360324627,0.02425030548582453,2.7418235294117657,3.4894352941176514,13.790232202035742,-8.611018086524314,-19.39612585772374,-3.453758318571662,2.8529411764705883,116.97058823529412,0.0,2.7538235294117643
model_43,0.0001,0.005,False,1,2000,34,127232.0,2.8529411764705883,62.8235294117647,0.0826861241448226,0.06660074011200469,0.2799389832172492,0.22299006272960864,0.34215686274509804,0.9901960784313725,0.018208694768229852,0.044470654800788594,4.752588235294122,5.901735294117652,7.028614702923423,-3.614907358626403,-9.093674781947646,-1.1402295293187226,2.764705882352941,59.61764705882353,0.08823529411764706,2.2030784313725484
model_44,0.0001,0.005,False,1,3000,34,127232.0,2.8529411764705883,42.23529411764706,0.09183655042690995,0.061352697243941455,0.2807676153972385,0.18685446116632418,0.3538398692810457,0.775,0.020829261937333057,0.05082810208598468,5.325200000000003,6.536333333333338,4.726197257071842,-2.981121529528143,-6.630362622363301,-1.9506186301693873,2.1470588235294117,40.088235294117645,0.7058823529411765,1.4016470588235292
model_45,0.0001,0.005,False,1,5000,34,127232.0,2.8529411764705883,25.88235294117647,0.08973141526016498,0.05821360319781804,0.2376503698578206,0.15726847649594014,0.225,0.49942810457516335,0.0215837104072398,0.05221719457013571,5.172222222222224,6.105962962962964,2.891891791928039,-3.0171999163431344,-5.285139406873734,-3.471465465195482,1.3529411764705883,24.529411764705884,1.5,0.8515686274509807
model_46,0.0001,0.005,False,10,500,34,127232.0,2.8529411764705883,233.3235294117647,0.0255680309783197,0.025058083274000956,0.10914348471028536,0.10685238238951435,0.9416666666666667,1.0,0.011630648926766666,0.013085633863049353,1.5515294117647054,2.3556058823529407,26.14145350041425,-18.0778822753728,-38.48372806072922,-8.051429970929886,2.8529411764705883,221.73529411764707,0.0,2.796960784313725
model_47,0.0001,0.005,False,10,1000,34,127232.0,2.8529411764705883,122.08823529411765,0.04697426385764828,0.04511094206344978,0.1814365610720172,0.1744945721529581,0.9149509803921569,1.0,0.02043557810964658,0.024499925332374637,2.344294117647061,3.268270588235296,13.654999852053498,-8.484272891966828,-19.15263393190438,-3.385386489645111,2.8529411764705883,115.82352941176471,0.0,2.7340784313725486
model_48,0.0001,0.005,False,10,2000,34,127232.0,2.8529411764705883,62.5,0.08319255136477277,0.06664804328162834,0.2810808966727864,0.2231305948816896,0.4232843137254902,0.9901960784313725,0.020641591071471756,0.04476718307039459,4.292411764705885,5.5915705882352995,6.983537252929341,-3.575103880778256,-9.005365571130927,-1.1246789179548617,2.764705882352941,59.23529411764706,0.08823529411764706,2.1902156862745086
model_49,0.0001,0.005,False,10,3000,34,127232.0,2.8529411764705883,42.14705882352941,0.0932042062236315,0.06431253747317775,0.2821054786283711,0.19553797968447761,0.3553921568627451,0.7586601307189542,0.021627255553384128,0.05170752362204096,5.063655172413796,6.316372413793105,4.712327272458278,-2.894974715156499,-6.531277561162828,-1.8415291745062756,2.176470588235294,39.970588235294116,0.6764705882352942,1.4625490196078432
model_50,0.0001,0.005,False,10,5000,34,127232.0,2.8529411764705883,25.852941176470587,0.08784307371665101,0.06079788314186456,0.23404163925220478,0.16619972712806821,0.23284313725490197,0.49697712418300655,0.021628959276018076,0.0510859728506787,4.706296296296298,5.657540740740744,2.891891791928039,-2.952102285563271,-5.2168062063506415,-3.407985619287232,1.3235294117647058,24.529411764705884,1.5294117647058822,0.887725490196078
model_51,0.0001,0.005,False,50,500,34,127232.0,2.8529411764705883,224.88235294117646,0.026707997958398753,0.02627131034603478,0.11302434749393064,0.11104552729469151,0.9475490196078432,1.0,0.012282119897049207,0.013691440409463535,1.2412941176470578,2.076782352941176,25.167087081311397,-17.29222602004255,-36.88911760520096,-7.699662580404526,2.8529411764705883,213.47058823529412,0.0,2.807313725490196
model_52,0.0001,0.005,False,50,1000,34,127232.0,2.8529411764705883,119.32352941176471,0.048090850103730085,0.04639967985818575,0.18473565144672804,0.178357815603273,0.9149509803921569,1.0,0.020932957412326342,0.025111833896318055,2.3811764705882337,3.2742352941176485,13.349860190555095,-8.23893936797019,-18.659985583985048,-3.263710377609818,2.8529411764705883,113.23529411764706,0.0,2.748470588235294
model_53,0.0001,0.005,False,50,2000,34,127232.0,2.8529411764705883,61.588235294117645,0.08359725794339427,0.06489620832242865,0.28200348419410776,0.21856789499533244,0.4937908496732026,0.9869281045751634,0.021616982039627346,0.04500248105972169,4.369058823529411,5.421170588235296,6.879512368327613,-3.513016198970949,-8.856189864643099,-1.106135248487815,2.735294117647059,58.35294117647059,0.11764705882352941,2.0861960784313727
model_54,0.0001,0.005,False,50,3000,34,127232.0,2.8529411764705883,41.64705882352941,0.08885218878324701,0.06325539546263749,0.2684523593697733,0.19171201812040173,0.27034313725490194,0.7123366013071896,0.01964438639891577,0.049302313246999234,5.043310344827588,6.337117241379315,4.667249822464196,-3.007967709683718,-6.602185750983607,-2.0932116302102437,2.0588235294117645,39.588235294117645,0.7941176470588235,1.4323137254901956
model_55,0.0001,0.005,False,50,5000,34,127232.0,2.8529411764705883,25.647058823529413,0.09607331250171619,0.0627554836493203,0.25614540710005407,0.1674167215633445,0.22720588235294117,0.56781045751634,0.022805429864253372,0.05621089907534917,5.45131034482759,6.374786206896555,2.8537493342407383,-2.8296193197110124,-5.061970581325163,-3.2134436889039373,1.4411764705882353,24.205882352941178,1.411764705882353,0.9115882352941176
model_56,0.0001,0.005,False,100,500,34,127232.0,2.8529411764705883,218.76470588235293,0.02691637512010449,0.026575516908000616,0.11310906419566855,0.11163059223415887,0.9196078431372549,0.9705882352941176,0.01223046515218223,0.013815216256568268,1.2907647058823504,2.00073529411765,24.487457835246772,-16.85559515803193,-35.93650420655351,-7.550434751418201,2.7941176470588234,207.7058823529412,0.058823529411764705,2.7585686274509804
model_57,0.0001,0.005,False,100,1000,34,127232.0,2.8529411764705883,116.94117647058823,0.0483343705810851,0.04671115427042266,0.18466694822658508,0.1788301074902481,0.8325980392156863,0.9852941176470589,0.01991733410996522,0.02526909857901274,2.713294117647061,3.5941352941176485,13.110602955971121,-8.120023148935271,-18.359322417015548,-3.2650793972480723,2.823529411764706,111.20588235294117,0.029411764705882353,2.7227647058823523
model_58,0.0001,0.005,False,100,2000,34,127232.0,2.8529411764705883,61.0,0.08244430485714314,0.06436018872800035,0.27575618346711744,0.21419552068757403,0.39133986928104575,0.9575163398692811,0.01841075709337264,0.04448203140656339,4.700941176470587,5.677347058823532,6.83096742218014,-3.597239751732801,-8.914793514156017,-1.2619922822858987,2.676470588235294,57.94117647058823,0.17647058823529413,2.054509803921568
model_59,0.0001,0.005,False,100,3000,34,127232.0,2.8529411764705883,41.411764705882355,0.08660420675479549,0.054595019022944793,0.2600528672536444,0.1607743702634615,0.201797385620915,0.6933823529411764,0.014128399516357871,0.04821559382134603,5.777103448275861,6.9845034482758654,4.646444845543851,-3.283799139502207,-6.878044122875266,-2.4572648831097954,2.0,39.411764705882355,0.8529411764705882,1.2368039215686273
model_60,0.0001,0.005,False,100,5000,34,127232.0,2.8529411764705883,25.441176470588236,0.0779739767219127,0.052024347063979084,0.20143113269316798,0.1345769289421679,0.18047385620915032,0.42344771241830065,0.020588235294117633,0.04592760180995474,5.201545454545456,6.330700000000001,2.86068432654752,-3.254358040666456,-5.499650429466392,-3.8964177286194293,1.1764705882352942,24.264705882352942,1.6764705882352942,0.7614313725490189
model_61,0.0001,0.005,True,1,500,34,127232.0,2.8529411764705883,250.14705882352942,0.023929838550789805,0.023758882409607305,0.1030444448280783,0.10224220319075161,0.9852941176470589,1.0,0.011457570637405065,0.012229044807735755,1.1073529411764744,1.5260235294117652,27.95495398863771,-19.473993199999082,-41.30448313510204,-8.7352188206829,2.8529411764705883,237.11764705882354,0.0,2.8320588235294117
model_62,0.0001,0.005,True,1,1000,34,127232.0,2.8529411764705883,126.38235294117646,0.04551855940307646,0.0444872994708176,0.17694022488820194,0.173136551309148,0.9681372549019607,1.0,0.02141196297331896,0.023708740651201127,2.3034705882352955,3.074117647058824,14.119644336607882,-8.838337965901855,-19.892427522233973,-3.5465873053828543,2.8529411764705883,119.76470588235294,0.0,2.782627450980392
model_63,0.0001,0.005,True,1,2000,34,127232.0,2.8529411764705883,63.94117647058823,0.08127888532941252,0.06346493411055211,0.2763358811034968,0.21434073489361932,0.3727124183006536,0.9901960784313725,0.01838235294117647,0.043664769472922235,4.908764705882355,5.917076470588237,7.1707820452124515,-3.8157833984037772,-9.420392646659543,-1.3075964213347182,2.764705882352941,60.8235294117647,0.08823529411764706,2.1276274509803916
model_64,0.0001,0.005,True,1,3000,34,127232.0,2.8529411764705883,42.970588235294116,0.09045413716194063,0.06410703585869898,0.27988565717793407,0.19682859445293216,0.3668300653594771,0.80890522875817,0.021887824897400782,0.049947886131196606,5.007818181818182,6.312951515151518,4.812884660906616,-3.0148639526744603,-6.744929107640819,-1.943949022250105,2.1470588235294117,40.8235294117647,0.7058823529411765,1.4901764705882354
model_65,0.0001,0.005,True,1,5000,34,127232.0,2.8529411764705883,26.0,0.08526317635169836,0.05428408313188522,0.22481416918245836,0.14615855829737723,0.1616013071895425,0.48227124183006537,0.015837104072398165,0.049773755656108566,5.393440000000002,6.531279999999998,2.9126967688483845,-3.078587744897568,-5.362703383204616,-3.5541769845675724,1.2941176470588236,24.705882352941178,1.5588235294117647,0.794274509803922
model_66,0.0001,0.005,True,10,500,34,127232.0,2.8529411764705883,248.0,0.024112155951693342,0.023941843773775964,0.10373094587558698,0.10293172560379091,0.9852941176470589,1.0,0.01155664103582286,0.012324183927742857,1.120764705882353,1.5694647058823543,27.73650173097408,-19.317853370526368,-40.964075848467765,-8.700624484496847,2.8529411764705883,235.26470588235293,0.0,2.8321372549019608
model_67,0.0001,0.005,True,10,1000,34,127232.0,2.8529411764705883,125.82352941176471,0.045063066862901235,0.04376636271623598,0.17556892656896447,0.17076898239787508,0.9361928104575163,0.9967320261437908,0.020564940813878756,0.02346182459202347,2.321705882352946,3.0889647058823586,14.091904367380755,-8.845451231171397,-19.8962306380744,-3.5553556453669564,2.823529411764706,119.52941176470588,0.029411764705882353,2.7359019607843136
