model_id,lambda_,delta,alpha,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_145,30.0,0.02,0.99,10,500,22,525000.0,26.90909090909091,912.5454545454545,0.058680235855497816,0.05775848345193721,0.1967169185727357,0.19433760506473685,0.984518552688304,0.9895813142081799,0.02895153386128607,0.03183884916126963,1.146363636363624,2.589836363636334,23.844155844155843,-69.12510697928155,-147.22201842750522,-36.80392398244245,26.681818181818183,834.5454545454545,0.22727272727272727,26.17972727272727
model_146,30.0,0.02,0.99,10,1000,22,525000.0,26.90909090909091,481.45454545454544,0.09101070958934222,0.08079578032639495,0.27081192402851145,0.247521266189011,0.8773317287053001,0.9596697460567117,0.04384856005807181,0.05168977581301534,2.199999999999999,4.587418181818152,12.563636363636363,-35.925904727723726,-77.17347897477845,-24.029390331469095,23.818181818181817,439.72727272727275,3.090909090909091,20.566909090909117
model_147,30.0,0.02,0.99,10,2000,22,525000.0,26.90909090909091,248.22727272727272,0.12753592464568989,0.09345220635632008,0.3369754768362517,0.25283051781167715,0.4987875724826509,0.8785646347143736,0.042155576263933354,0.07686470401315437,4.5734545454544975,7.631363636363613,6.4831168831168835,-22.318724263224052,-43.664725757949086,-23.5093598794979,19.136363636363637,226.9090909090909,7.7727272727272725,13.305818181818227
model_148,30.0,0.02,0.99,10,4000,22,525000.0,26.90909090909091,126.81818181818181,0.13279737185331061,0.09162021125722201,0.2865233038646157,0.2014293019899614,0.3398173385852873,0.5751403827922412,0.05258835712687229,0.09035790538141687,4.609363636363623,8.16969090909089,3.292207792207792,-21.69881279294922,-32.50873522053188,-33.657487942794255,11.590909090909092,115.22727272727273,15.318181818181818,7.4783636363636505
model_149,30.0,0.02,0.99,50,500,22,525000.0,26.90909090909091,794.5454545454545,0.0627763546406218,0.060597965622764025,0.20841052352725994,0.20233593504929923,0.9225823984890847,0.9462332922471487,0.0304481066682491,0.034106855227453596,1.2568181818181594,3.212000000000005,20.68311688311688,-59.91730819846984,-127.73025206473608,-33.05629081079126,25.818181818181817,723.9090909090909,1.0909090909090908,24.775787878787877
model_150,30.0,0.02,0.99,50,1000,22,525000.0,26.90909090909091,430.90909090909093,0.09573690586372224,0.0828005603992808,0.28052878705068696,0.2500720188387364,0.7738946545801819,0.9183373377271281,0.044047790569231325,0.05442662258482085,2.5506363636363436,5.226490909090896,11.211688311688311,-32.46468226642662,-69.33284221737478,-23.166965927316173,23.09090909090909,392.40909090909093,3.8181818181818183,19.207909090909116
model_151,30.0,0.02,0.99,50,2000,22,525000.0,26.90909090909091,226.0909090909091,0.13061588357291118,0.09412857663532823,0.3343456744396213,0.24175987224809556,0.41205809397780335,0.8200805197169497,0.04333852044198128,0.07907349299716077,4.9255454545454525,7.842945454545446,5.87922077922078,-20.93495545221812,-40.317194908991915,-23.471108451103945,18.181818181818183,205.77272727272728,8.727272727272727,12.380272727272757
model_152,30.0,0.02,0.99,50,4000,22,525000.0,26.90909090909091,118.0,0.13379193356145144,0.09379470851797761,0.2814027324132071,0.20299890416376343,0.324159092227419,0.5324017986634216,0.05306636788599079,0.09065546284847475,4.597090909090907,8.166463636363625,3.0584415584415585,-21.804530884941727,-31.829458215798386,-34.65570358314976,10.954545454545455,107.04545454545455,15.954545454545455,7.088333333333352
model_153,30.0,0.02,0.99,200,500,22,525000.0,26.90909090909091,632.3181818181819,0.07504758593269682,0.06902065682954327,0.23408555681770543,0.21798187543537012,0.8209057798856729,0.8818912624123665,0.034837075307695434,0.04130525326635436,1.618181818181786,4.189172727272708,16.39090909090909,-48.7007171730379,-102.29642149680258,-30.58468319297374,24.454545454545453,573.6818181818181,2.4545454545454546,22.24742424242426
model_154,30.0,0.02,0.99,200,1000,22,525000.0,26.90909090909091,362.3636363636364,0.1056280555476942,0.09133203643862951,0.28962131321556406,0.25570621218680833,0.6861785561812517,0.8443451890414778,0.045847806575574475,0.061016659755876806,2.6779999999999897,5.858054545454525,9.396103896103897,-29.04125961532261,-59.840008436430985,-24.414612477495698,21.40909090909091,328.8636363636364,5.5,17.77730303030306
